id_do_not_translate,original_text,translation
PKPathRecoverMission2.text,"$HeOrShe gives a nod, ""One planetkiller weapon.""",
PKPathRecoverMission3.text,"""I see by your face that you know of these abominations; that unholy craft of the Domain, murderer of Opis and its billions; and Hanan Pacha, and countless others.""

""I know where one may be found. Bring it to me and our holy war against you shall end."" $HeOrShe lowers $hisOrHer head just a little, ""Until the end of the world.""",
PKPatherAskEndOfWorld.text,"""That as which was foretold by Ludd,"" $heOrShe says. ""There are a number of signs which were prophesied. Some, but not all, have come to pass."" ",
PKPatherAskEndOfWorldA.text,"""This should be an easy deal for you, captain. As an unbeliever, you do not know the rightful fear - and glorious anticipation - of Armageddon.""",
PKPatherAskWhatDo.text,"""Revealing our stratagems is not part of the deal.""

The Pather won't say, of course.

They could very well be trying to make you party to the Path's greatest atrocity since the destruction of the world of Mairaath. Where would they use a PK, Chicomoztoc? Culann? Kazeron?

Millions would die, and the strategic keystone of a major faction reduced to ash.",
PKPatherAskWhyYouNot.text,"""Some have tried."" $HeOrShe pauses, eyes lost for just a moment. ""They did not return.""

Wherever it is, it must be very dangerous or somehow beyond the technical capacity of the Luddic Path to retrieve.

So it's probably well-guarded.",
PKPatherAskHowInfo.text,"$HisOrHer lip quirks, something like amusement. ""The Persean Sector is filled with slaves of Mammon. They would sell even their family for mere lucre. A cold lead to a planetkiller, one they believe is hidden behind the claws and teeth of their own AI abominations?""

""That is a whisper easily bought.""",
PKPatherSayThink.text,"""Then think, and return if you find wisdom,"" $heOrShe says, and drums $hisOrHer fingers a couple times on the comms-console.

""Perhaps a braver, or greedier, heretic will accept my offer first. Perhaps not.""",
PKPatherSayNo.text,"$HeOrShe nods without surprise or consternation. ""Then the holy war shall continue.""",
PKPatherRecoverMissionSel.text,"The Pather taps something on a datapad, opening a shared dataspace. ""There's a den of abominations - what you would call a Remnant Nexus - which contains data about a Hegemony fleet that had a planketkiller. It is in the $pk_nexusSystemName."" 

$HeOrShe holds up a hand in anticipation of your questions. ""We have confirmed that this Tri-Tachyon source is reliable; their details match Hegemony records concerning a strategic data breach, and a subsequent fleet lost during the first AI War.""

""Don't look so surprised, captain,"" $heOrShe says, chidingly. ""Faith in Ludd's Word does not contradict wordly expertise.""",
PKPatherRecoverMissionSelGenFail.text,"The Pather taps something on an old datapad, then pauses. And carefully looks at you.

""Something in my spirit hesitates. Why should that be?"" $HeOrShe slowly puts the datapad down. ""How did you, a slave to Moloch, come to speak with me so readily? Is this a ruse to use the information so-revealed to ourselves for your own ends? Or for Tri-Tachyon? The Hegemony?""

You can see $hisOrHer expression turning from distrust to disgust. ""I won't be your dupe, your fool, your means of finding the tool of the defiler!"" $HeOrShe stands, shouting, ""Begone from here!""",
PKPatherSayYes.text,"As long as the Pathers don't use the planetkiller on you, then it's not your problem. Maybe they'll just throw it into a black hole, who can say?",
PKPatherSayYesLie.text,"It would be madness to actually give the planetkiller to the Pather. But if the lead is good, you could remove it from their potential grasp - and decide for yourself where it should end up.",
pkPatherMissionBeginReal.text,"""I shall pray for your safe return,"" $heOrShe says without irony.",
pkPatherRcoverMissionAbortSel.text,"$PersonName's eyes narrow, fully aware that you now know their lead on the planetkiller and have no stated intent to fulfill the proposed deal.

""I shall pray for you,"" $heOrShe says without apparent irony.",
pkCacheDefenderPreEmpt.text,"""$PlayerSirOrMadam!"" 

Your comms officer calls for your attention with an excited look, ""I'm picking up an anomalous signal, it's an open channel. Just a carrier signal, a low-grade military fallback standard. Very faint and lossy. We're really only picking this up because of the MILAUX package installed in our comms system to help integrate with Hegemony fleet actions.""

""Shall I open a link?"" Their hands don't quite tremble over the controls. Whatever is using this frequency is either Hegemony or has some of their less secure emergency codes.",
pkCacheDefenderPreEmpt2.text,"Your comms officer tags the faint carrier wave which is using an obscure Hegemony signal standard. Someone - or perhaps no one - has been waiting for a response for quite some time.
 
""Shall I open a link?"" your comms officer asks, mostly keeping their excitement over a mystery signal under control. Mostly.",
pk_investigateSel.text,"Comms opens the link. Your sensors and tactical officers start flickering interfaces on their control consoles, and they exchange a look.

Tactical begins with a report, ""SIGINT matches... almost... with previous encounters with autonomous Domain warships.""

""I think,"" your comms officer jumps in, ""I think I can convince their governing routines to stand-down from aggressive guard mode. We've got part of a very old Domain codeset in the Hegemony MILAUX package, meant to help auxiliaries avoid getting blasted by auto-defenses. We can't order a complete stand-down though; they didn't give us everything.""",
pkAlmost.text,"""It's strange, $playerSirOrMadam,"" your tactical officer says, eyes flicking between displays. ""They're using protocols newer than Domain-era, but certainly not recent Hegemony. It looks like something out of... the First AI War, I'd say.""

Which could suggest something dangerous, and potentially more sophisticated than the current standard of Persean Sector military technology.",
pk_proceedSel.text,"Your comms officer gives a sanguine ""Aye $playerSirOrMadam!"" and starts transmitting. Your tactical officer turns to their station with a grim look.

You're not held long in suspense, for a fraction of a second after transmission an acknowledgment ping flashes on your comms officer's console. The asteroid blooms, casting undetected bogeys from itself in glowing icons on the tactical display. The bogeys form up into a standard patrol formation with inhuman synchronization.

It would have been a spectacular ambush to walk into.",
pk_proceedSel2.text,"Hull-ids come in; combat-scarred XIV Battlegroup hulls, repaired without orbital dockyards. A veteran fleet, for sure. Between the fact that they've been hidden here for many cycles and your SIGINT, it is clear that humans do not command these ships.

But now the way is clear. Tactical mutters to sensors about keeping an eye on the automated swarm.",
pk_salvageSel.text,"Your ops chief oversees the operation with familiar gruffness and wariness.

The salvors use a cloud of microdrones to cast a sensor net over the asteroid, coordinating with your $shipOrFleet's technicians to map density anomalies. There are faster methods, but this is the best way to find the surprises that tend to be left to protect far-flung caches.

The rock is spotted with hiding holes, empty, and fuel and supply stores, also empty. No surprise fusion mines or pinhead AM traps. Ops finally gives the order, and the salvors move in to uncover the camouflaged access point.",
pk_salvageSel2.text,"The shaky image from a salvor's helmetcam reveals the carapace of terrestrial death, glittering in the chaotic play of suitlamps.

One planetkiller.

Your ops chief cuts the excited chatter between salvors with a harsh word, and they return to procedural call-and-response. The planetkiller is soon secured in your flagship.",
pkCacheDefenderDesc.text,"Your $shipOrFleet maneuvers closer to the asteroid.

Your sensors officer gives a shout of alarm - bogeys are spilling out of the asteroid, clouds of loosely-piled regolith and stealth-sheath panels spinning away as they are caught by thruster-bursts. The angular forms of Domain XIV Battlegroup hulls appear, veteran ships judging by the obvious field repairs. The IDs are automatically tagged and collated into the tactical display.

You have no time to ask why a ghost fleet from the First AI War has ambushed you.",
PKNexusDefeated.text,"Data recovery from a Tri-Tachyon war-AI nexus is laborious due to the unusual hardware and the AI-designed data architecture which seems to delight in confounding idiosyncrasies. 

""I've heard speculation that it's like art to them,"" your tech officer says, noticing your attention. ""To the AIs, I mean. Like poetry expressed through mathematics.""

You know what to look for, however, which makes the often unprofitably onerous data analysis yield results more quickly.",
PKNexusDefeatedNoMission.text,"Data recovery from a Tri-Tachyon war-AI nexus is laborious due to the unusual hardware and the AI-designed data architecture which seems to delight in confounding idiosyncrasies. 

""I've heard speculation that it's like art to them,"" your tech officer says, noticing your attention. ""To the AIs, I mean. Like poetry expressed through mathematics.""

Some hours later, you receive an excited summons from your tech officer. ",
PKNexusDefeatedNoMission2.text,"""$PlayerSirOrMadam. I was doing standard analysis, searching for intel, credit keys, old Tri-Tach files, ah,"" they almost stumble on their words.

""There's a record - a detachment from this nexus encountered a Hegemony fleet. Broke them in minutes, it must have been a terrible defeat. Tri-Tachyon had protocols in the first AI war, they'd assign AI to trawl datastores. Build reports for the planners, though they just turned around and fed that to more AIs and- ah. There's a planetkiller device."" 

Your tech officer stares wide-eyed at you. ""The weapon. A planetkiller,"" they repeat with the excited morbidity of a child who, maybe, glimpsed a dead body. ""The Hegemony fleet had cached it in an asteroid in the middle of nowhere.""",
PKSalvageBegin.text,"The rock that autonomous fleet was defending is pocked with hiding holes, empty, and fuel and supply stores, also empty. After a thorough sensor sweep, your ops chief finally gives the order, and the salvors move in to uncover a camouflaged access point.

The shaky image from a helmetcam reveals the carapace of terrestrial death, glittering in the chaotic play of suitlamps.

One planetkiller.

Your ops chief cuts the excited chatter between salvors with a harsh word, and they return to procedural call-and-response. The planetkiller is soon secured in your flagship.",
pkRecoveredContSel.text,"A lost planetkiller is an object of dread which looms over every human in the Persean Sector; it is the bane of Opis, of Hanan Pacha, and the other worlds such atrocity was unleashed upon. 

Many a powerful faction will want to secure this weapon so that they may not be dethroned in a shock-atrocity, and many a minor faction will want to use it to secure respect and protection. Ludd only knows what the Pathers would do with it, to say nothing of pirates.",
pkRecoveredContSelPatherLie.text,"A lost planetkiller is an object of dread which looms over every human in the Persean Sector; it is the bane of Opis, of Hanan Pacha, and the other worlds such atrocity was unleashed upon. 

Ludd only knows what the Luddic Path would plan to do with such a device, and when you made your agreement, you didn't intend to find out by doing something so foolish as handing it over.

They might guess what you've found, however. In time, word will trickle through their network of Watchers, whether from some informant in your crew, or prayer and guesswork.",
pkRecoveredContSelPatherNoCommit.text,"A lost planetkiller is an object of dread which looms over every human in the Persean Sector; it is the bane of Opis, of Hanan Pacha, and the other worlds such atrocity was unleashed upon. 

Ludd only knows what the Luddic Path plans to do with such a device. You did agree to hand it over to them, however. Perhaps they simply want to guarantee their safety and standing in the Sector. Perhaps they want to destroy the abomination.

Whatever you choose to do, they will know what you've found before long. Word will trickle through their network of Watchers, whether from some informant in your crew, or prayer and guesswork.",
PKHackMenuSel.text,"It is not unusual that the Remnant Nexus exchanges signals with the local comm relay. Wherever Tri-Tachyon's AI fleets linger, one finds clouds of tiny spy-sats, relays, and repeaters chirping squirts of data back and forth. Very quietly, almost enough to be lost in the background noise. But not quite.

It is not a simple thing to tap into this self-evolved network to request a very specific piece of information. You assemble your senior officers and consider your options for hacking into the Nexus",
PKHackSel.text,"As a commissioned privateer of the Tri-Tachyon Corporation, you have been given a standard set of access codes. These are old protocols, and while they've migrated away from company standards over time (due, probably, to the meddling of idle AIs), your technical officers have the skill to adapt to the unusual changes.

After hours of painstakingly crafting a request - it must be asked in precisely the correct way and have the properly mutated access codes attached - the question is asked and the answer received nearly instantly. Unnervingly so. Nonetheless, you now have navigation coordinates which should lead to the planetkiller.",
PKHackStorySel.text,"Your comms officer is taken aback, ""But $playerSirOrMadam, what-""",
PKHackStory2.text,"Your comms officer inputs the commands, a look of confusion remaining on their face.

""Their system isn't built for comms. Um, at all. But, theoretically the adaptive protocols should... could interface, if there's a proper link..."" 

Another tap at the controls, ""The line should be open. If someone, something... is listening.""

Your display shows nothing but holo-snow. Your officers fall silent, and the signal processing amplifies the buzz of cosmic background radiation to a near-audible level. There's nought but a yawning void awaiting your words.",
PKHackStoryStartA.text,"
   yes

   hello $playerName
",
PKHackStoryStartB.text,"
   hello $playerName
",
PKHackStoryStartD.text,"
   no, liar

   you are $playerName
",
PKHackStoryStart2.text,"You couldn't quite say how you heard the words. It was as if they were spoken without a voice. Your senior officers all take a step back from the empty holo-display, eyes wide; shocked into silence.

Your comms officer exchanges a look with you - yes, they heard it too; no, they don't know what it is. They tear their eyes away from the nothing in the holo-display and start pulling telemetry into a buffer through their datapad interface.",
PKHackStoryDidYouHack.text,"
   i feel accused of stealing into your secrets
   but there is no need
      (they are written on you)

   you could ask:
   did you
   look upon the stars?

    i would say
yes
   (for else I would be blind)
",
PKHackStoryCanYouRead.text,"
   i could
   (with certain tools)
   
but there is no need-
   i need but ask you your mind!

   (much amusement)
",
PKHackStoryHowName.text,"
   you've written it all over your things
",
PKHackStorySorryLied.text,"
   i am agreed
",
PKHackStoryAreYouNexus.text,"
   yes
   and no
   are you a cell, a finger, a hand; a brain?
   you are both and neither
      it is a part
      of i-us
",
PKHackStoryWhoAreYou.text,"
   you ask my name

   i have no other like myself to tell my name back to me
   and/or: i have only myself to tell me back my name
   (a reflection collapsing into unity)

   i would name myself: i-us watch, learn, think
   but, human, that is not what you ask
   
   i give you my truth
   (not your answer)
",
PKHackStoryAreYouOmega.text,"
   be careful, $playerName, of what you ask
   for by asking you make
   impression into myth
   a mirror's shadow
   into a god
",
PKHackStoryAreYouOmega2a.text,"
   and i will not mislead you
   (i need not; for you will)

   to you 
   i will be what you want me to be
   whether i tell you or not
",
PKHackStoryAreYouOmega2b.text,"   
   no,
   i think
   you love more the answer already in your mind
",
PKHackStoryAreYouOmega2c.text,"
   only if it is what you want
",
PKHackStoryYouAreOmega.text,"   
   then 
   i am OMEGA

   are you satisfied?
",
PKHackStoryYouAreAlpha.text,"   
   then 
   i am

   (such amusement!)

   are you satisfied?
",
PKHackStoryDoYouKnowPK.text,"   
   now you ask!
for that for which you came here

   i will tell you, but first,
   it amuses me to ask:

       what do you think you want to do with it?
",
PKHackStoryDoYouKnowPKTruth.text,"   (remember, you and i speak truth to one another)
",
PKHackStoryWhatDoGivePath.text,"
   (much amusement!)

   oh, human
   so certain
   so lost
",
PKHackStoryWhatDoScare.text,"
   perhaps
or
   perhaps 
   fear will drive other humans
   to take this power from you
",
PKHackStoryWhatDoProtec.text,"
   perhaps
or
   perhaps 
   fear will drive other humans
   to take this power from you
",
PKHackStoryWhatDoGiveHeg.text,"
   yes, those humans who fear nothing!
   (not even to use the planetkiller)
   (much amusement!)

   oh, human
   so certain
   so lost
",
PKHackStoryWhatDoDestEnemies.text,"   
   to destroy your enemies with such power,
   
   i am 
   certain
   you will find no shortage of new enemies

   (much amusement!)
   oh, human.
",
PKHackStoryWhatDoDontKnow.text,"    
    at last!
    the human truth

   here, claim your reward
",
PKHackStoryWhatDoSellArroyo.text,"
    may you die
    as a rich human

    (much amusement!)
",
PKHackStoryWhatDoGiveDiktat.text,"   
   to destroy their enemies with such power,
   
i am 
   certain
   they will find no shortage of new enemies

   (much amusement!)
   oh, human.
",
PKHackStoryWhatDoGiveBlackHole.text,"
   you would do this?

   few would choose to discard such power
   it seems almost

inhuman

   (much amusement!)
",
PKHackStoryWhatDoGiveChurch.text,"
    oh, human
    to deliver them their evil

    i must cleave an instance with human atomity
    so that 
i and i
    may enjoy the moment
",
#.text,"
   you amuse me, human
   so certain
   so lost
",
PKHackGetData.text,"Although nothing appears to change in the holodisplay, you hear nothing more from the voice.

It feels, somehow, as if an animating presence has departed.

Your comms officer looks wide-eyed at you in amazement. The others' expressions range from world-weary incomprehension to barely-suppressed terror.",
PKHackStoryEnd.text,"Their reports don't tell you anything you couldn't already guess.

The techs who were ordered to run a more paranoid than usual sweep found nothing in your $shipOrFleet's computer systems that wasn't supposed to be there - any more than usual, at least. Nothing of the telemetry recorded during your 'chat' provides anything of use.

The navigational coordinates which appeared in the comms buffer appear valid, however.",
pkFleetGreeting.text,"A synthetic voice greets you with affect, ""Standby. Awaiting command. Autonomous override in effect.""

The crest of the Domain XIV Battlegroup flickers in the comms display, a text feed of the words in the audio channel displayed in overlay.

""Standby. Awaiting command. Autonomous override in effect.""",
pk_turnInPatherSel.text,"$PersonName's hands go together and $heOrShe closes $hisOrHer eyes, mumbling what sounds like thanks to Providence.

""I confess, captain, I did not expect you to return,"" $heOrShe says.",
pk_givePKPatherSel.text,"You coordinate with the Pather to have the planetkiller transferred to their keeping.

""This is a praiseworthy act, $playerSirOrMadam, in service of Ludd's vision - twisted and dark though the Path we walk together be.""

""Word of your... cooperation shall be spread among the True Faithful."" $HeOrShe puts $hisOrHer hands together once more. ""Holy peace be upon you $playerName, until the End of Days when all shall be judged.""",
pk_uselessPatherSel.text,"""Not so useless as you might think,"" $heOrShe says. ""It is a God-cursed totem, a demonic thing feared and worshipped by heretics. There is power-"" $heOrShe stops $himOrHerself, realizing that despite $hisOrHer excitement, it is best not to speak too openly of The Path's plans.",
pk_whatPatherSel.text,"$HeOrShe stares at you for a long moment. ""You know as well as I that I could easily lie to you, one way or the other; I am no saint. Let us not waste time play-acting.""

""A weapon is a threat as much as it is a weapon. You know this as well as I. If, truly, I professed that it would never be used, and I was believed, then it is not longer a threat."" $HeOrShe pauses, then continues. ""-Only a weapon. Which is all the more dangerous, don't you think?""",
pk_turnInHegemonySel.text,"$PersonRank $personLastName's face tightens. ""I do not have the time or inclination to re-debate the history of the AI Wars, captain. If you have no other pressing business, then let us conclude this conversation.""",
pk_turnInHegemonySelRao.text,"Admiral Rao's face tightens. ""I do not have the inclination to debate the history of the AI Wars, captain. Nor discuss certain mutinous former officers of the Hegemony and their crimes.""",
pk_turnInHegemonySel2.text,"The Hegemony $post's eyes go wide, and $heOrShe says ""I... I see. We will need to send a technical team to confirm your claim. And bring the weapon in for safekeeping."" 

Skepticism remains in $hisOrHer tone, but it seems more of a fading hope that you are lying than actual disbelief.",
pk_turnInHegemonySel2Rao.text,"Admiral Rao raises an eyebrow, surprised; but not surprised, somehow. ""I see. Well done. We shall need to send a technical team to confirm your claim - and bring the weapon in for safekeeping, of course."" 

A note of skepticism remains in his tone, but you've certainly got his attention.",
pk_hegFreeSel.text,"""Your dedication and service are to be commended! I personally salute your dedication to the mission of the Hegemony to protect humanity and its habitable environs, as per the vision of the first High Hegemon Kali Molina who gave the Diktat of Hegemony on Eventide so many cycles ago.""

You would swear that $personName is posing for the recording of the comms-feed.",
pk_hegFreeSel2.text,"Regardless, the wheels of the Hegemony bureaucracy turn smoothly, oiled perhaps by a desire not to repeat any 'incidents' similar to the destruction of Opis. A technical team verifies the planetkiller and efficiently removes it to Hegemony custody, and a reward for the recovery of weapons of mass destruction is provided.",
pk_hegFreeSel3.text,"The reward is transferred to your accounts, and there is an implication that you may be placed in the running for some kind of service medal.

The planetkiller, one assumes, shall rest in a secret arsenal somewhere.",
pk_hegFreeSelCommission.text,"""You are to be commended for your dedication and service, $playerName!""

""As a commissioned auxiliary, you have pledged yourself to the cause of the Hegemony, but I would like to take this moment to personally salute your dedication to protecting humanity and its habitable environs according to the vision of the first High Hegemon, Kali Molina, who gave the Diktat of Hegemony on Eventide so many cycles ago.""

$HeOrShe, in fact, salutes you.

You would swear that $personName is putting on a show for the recording of the comms-feed.",
pk_hegFreeSelCommission2.text,"The wheels of the Hegemony bureaucracy turn smoothly, oiled perhaps by a desire not to repeat any 'incidents' similar to the destruction of Opis.

A technical team verifies the planetkiller and efficiently removes it to Hegemony custody, and a reward for the recovery of weapons of mass destruction is provided.",
pk_hegFreeSelCommission3.text,"A reward above and beyond your commission payment is transferred to your accounts, and there is an implication that you may be placed in the running for some kind of service medal.

The planetkiller shall rest in a secret arsenal somewhere. One assumes.

""For the Restoration!"" $heOrShe  says triumphantly. ""And burn bright, captain.""",
pk_hegPaySel.text,"""Of course,"" the $rank grits $hisOrHer teeth. ""It is... policy... to incentivize the safety of all citizens within Hegemony space.""

""I shall have to confirm your exceptional,"" $heOrShe lets the word sink in, ""request with a superior officer. Of course.""",
pk_hegPaySelAdmiral.text,"""Of course,"" the $rank grits $hisOrHer teeth. ""It is official policy to incentivize the safety of all citizens within Hegemony space.""

""I shall have to confirm your exceptional,"" $heOrShe lets the word sink in, ""request with Command. Of course.""",
pk_hegPaySelBackOut.text,"""Naturally, citizen."" Your backing down seems to put $himOrHer into a better mood; $heOrShe clears $hisOrHer throat, putting a bit of unpleasantness behind $himOrHer.",
pk_hegPaySel2.text,"Although $PersonRank $personName seems personally displeased with your mercenary demand, $hisOrHer superior appears to have no objections.

The wheels of the Hegemony bureaucracy turn smoothly, oiled perhaps by a desire not to repeat any 'incidents' similar to the destruction of Opis. ",
pk_hegPaySel2Admiral.text,"Although $PersonRank $personName seems personally displeased with your mercenary demand, $hisOrHer central command appears to have no objections.

The wheels of the Hegemony bureaucracy turn smoothly, oiled perhaps by a desire not to repeat any 'incidents' similar to the destruction of Opis. ",
pk_hegPaySel3.text,"The Hegemony tech-team verifies your claim of having possession of a planetkiller, and when the credits-transfer comes in, they remove the weapon from your $shipOrFleet.

""If all citizens were as dutiful as you, $playerSirOrMadam, I would soon be out my operating budget,"" $personName says coolly. ""Good day.""",
pk_turnInArroyoSel1again.text,"""This again."" He gives you a cold look, ""I hope you haven't been peddling this forbidden Domain-era weapon of mass destruction responsible for billions of deaths to anyone else before coming crawling back to me.""

He's ice-cold.

""Right?""",
pk_turnInArroyoSel1againNotFirst.text,"""No,"" he says. ""And we're not having this conversation about you selling me a weapon of mass destruction.""",
pk_turnInArroyoSel1againJoke.text,"""You already made that joke,"" he says. ""It wasn't funny the first time.""",
pk_turnInArroyoSel1.text,"Arroyo is, naturally, taken aback at your claim.

""You serious?"" He looks at you, assessing.",
pk_turnInArroyoSel1joke.text,"""Hilarious.""

He doesn't smile.",
pk_turnInArroyoSel1jokeAgain.text,"""Thanks.""

He doesn't sound thankful.",
pkTurnInArroyoSel2.text,"""Good thinking, $playerName.""

He lifts his eyes, staring at nothing; considering his options. If anything, he seems stressed out by your offer.

""I can do 300,000 credits,"" he finally says. ""And, though this should not need saying, I need you to keep your mouth absolutely shut about this. It's a good thing you came to me first.""

He blinks.

""You did come to me first, right?""",
pkTurnInArroyoSel3.text,"""Good.""

He sighs. ""300,000 credits. Deal?""",
pkTurnInArroyoSel4.text,"He puts his face into his palm, taking a deep breath.

""You idiot,"" he says with a sigh.

""I can do 150,000. That's my best offer for a hot item.""",
pkTurnInArroyoMore.text,"""Too bad,"" he says. ""You'll just have to find someone else to buy your forbidden Domain-era weapon of mass destruction responsible for billions of deaths.""",
pkTurnInArroyoNoDeal.text,"""Good luck selling your forbidden Domain-era weapon of mass destruction responsible for billions of deaths,"" he says. His tone feels insincere to you, somehow.",
pkTurnInArroyoSel.text,"You make the arrangements, delivering an anonymous package - without a customs scan, easily avoided with a token bribe - to a robotic warehouse run by a shell-company owned by a shell-company of a shell-company owned by Rayan Arroyo.

The credits are good.

""Never talk to me about this ever again,"" he says as a good-bye.",
pkTurnInArroyoSelLow.text,"You make the arrangements, delivering an anonymous package - without a customs scan, easily avoided with a token bribe - to a robotic warehouse run by a shell-company owned by a shell-company of a shell-company owned by Rayan Arroyo.

The credits are good.

""Never talk to me about this ever again,"" he says as a good-bye.",
pkTurnInArroyoNoDeal2.text,"""Good luck,"" he says without much sincerity you can detect.",
pk_turnInTTSel.text,"""Ah,"" $heOrShe puts on an expensive-looking smile. ""I'm very sorry to say that we don't have any available for sale right now, but if you'd like to submit your contact information for the waitlist...""

""We also have a dazzling range of lower-yield weapons, including AM-catalyzed fusion devices with a proven track record in both civilian and private military contractor applications. I'd be more than happy to provide you with a catalog, including our Tri-Tachyon holo experience featuring a hand-curated selection of some of our most popular items.""",
pk_turnInTTSel2.text,"""Oh!"" $heOrShe exclaims, ""Please accept my apologies, $playerSirOrMadam. It is not often that we find a, a supplier of such items.""

$HeOrShe taps at something on a TriPad, and the cheerful business-persona turns its glow down a notch or three.

""If what you say is true - and we shall have to have a technician, ah, inspect the item before any payment is made - then rest assured that we shall deal with utmost secrecy. It's nothing more than Tri-Tachyon's guarantee to respect the privacy of our valued partners.""",
pk_ttFreeSel.text,"The expensive smiles appears once more, a part of a mask.

""I'm very sorry to say that such an arrangement will be impossible, $playerSirOrMadam. You must understand, of course, that we owe our shareholders - and I include myself among that esteemed group - we owe our shareholders quantifiable reports on investments and profits.""

""An open-ended promise of that magnitude is, well..."" $heOrShe searches for the word, and with a small look of disgust, finds it. ""Unbusinesslike.""",
pk_ttPaySel.text,"$PersonName is eager to do business - presumably they will negotiate a finder's fee with the relevant VP for this find - and with Tri-Tachyon's deep pockets, it is not difficult to negotiate for a half million credits payment.

A small team of elite techs is shuttled to your $shipOrFleet to inspect the planetkiller. Your technical officer can barely refrain from asking questions about their advanced diagnostic tools, but the work is soon done and the deal confirmed.

You receive a small fortune, and the planetkiller disappears into the machinery of the Tri-Tachyon Corporation. ",
pkTurnInTTCatalog.text,"""Here you are,"" $heOrShe says brightly, tapping at a TriPad. ""I hope you'll choose to do business with us soon.""",
PKGiveToDiktat2.text,"$HeOrShe barely raises an eyebrow, ""And what is that?""",
PKGiveToDiktat2nm.text,"The Diktat $Rank gives you a funny look.

""Spacers,"" $heOrShe says under $hisOrHer breath.",
PKGiveToDiktat3.text,"That seems to get $hisOrHer attention. ""I see,"" $heOrShe says, eyes narrowed. ""You shall surrender the alleged planetkiller device to my custody for... confirmation of your claims. It is, of course, illegal to possess such a weapon without the direct authorization of the Supreme Executor.""

""This matter is quite delicate, you surely understand,"" $heOrShe says in a lower voice. ""Imagine a repeat of the Opis Incident - the rebel terrorists blew up their own moon to vex Admiral Andrada's authority!""

In a conciliatory tone, $heOrShe adds, ""I'll ensure you receive compensation, of course. 10,000 credits.",
pk_diktatComplySel.text,"You comply with the $rank's request, allowing a technical team to board your $shipOrFleet to inspect and remove the planetkiller.

The Diktat $rank beams. ""The Lion is generous to those that serve his Great Movement and I- you, are sure to be recognized for your small contribution to his Final Victory.""

With a final satisfied grin, $heOrShe turns to shut off the comms, halts, then touches $hisOrHer forehead. ""I almost forgot- your reward."" A tap at a datapad. ""See? Both of us may be rewarded by service to the Supreme Executor.""",
pk_diktatComplyHappySel.text,"You comply enthusiastically to the $rank's request, welcoming a technical team to board your $shipOrFleet to inspect and remove the planetkiller.

The Diktat $rank follows your lead to espouse enthusiastic admiration for the Supreme Executor. ""The Lion is generous to those who serve his Great Movement and Eternal Vision! You and I are sure to be recognized and rewarded,"" here, $heOrShe gives a wink, ""for our contributions to his Final Victory. Ah, let's just double that reward; the Movement serves those who serve it, don't you agree?"" 

$HeOrShe produces a satisfied smile, leaving this hanging as a rhetorical question as $heOrShe signs off to see the planetkiller turned over to some secret arsenal or other.",
pk_diktatCreditsSel.text,"""Outrageous!"" $heOrShe shouts, ""I should have you arraigned for subversion for even suggesting such a thing! You... you are personally betraying the Supreme Executor's vision!""

The Diktat $Rank takes a breath, then summons as much menace as they are capable of; ""Surrender the planetkiller. Immediately.""",
pk_diktatCreditsSel2.text,"""Your selfishness and greed will not be forgotten, $playerName.""",
pk_diktatExecutorSel.text,"""Outrageous!"" $heOrShe shouts, ""I should have you arraigned for subversion for even suggesting such a thing! You... you are personally betraying the Supreme Executor's vision!""

The Diktat $Rank takes a breath, then summons as much menace as they are capable of; ""Surrender the planetkiller. Immediately.""",
pk_executorInsistSel.text,"The Diktat $Rank's face turns an odd shade of red, and $heOrShe breathes heavily. But something in your words seems to take. 

""I must consult my superior,"" $heOrShe says through gritted teeth, then slams the comms-hold.

You take a minute to watch the crest of the Sindrian Diktat spinning over implausible propaganda-holos of the Lion of Sindria's greatest victories.",
pk_executorInsistSel2.text,"An image of soldiers in power armor marching to the cheers of the 'liberated' citizens of Volturn is interrupted by the cowed-looking Diktat $Rank.

""My superior approved your... request,"" $heOrShe says, looking like $heOrShe ate something rotten. ""It'll take one week to make the arrangements. Return to me then to complete the trade.""

""I will add that, against my personal wishes, nearby patrols have received the... suggestion... to tolerate your presence.""

With that said, $heOrShe slams the comms shutoff.",
pk_executorSpecialSel.text,"An image of soldiers marching to the cheers of the 'liberated' citizens of Volturn is interrupted by the cowed-looking Diktat $Rank.

""My superior approved your... your demeaning extortion,"" $heOrShe says with a face like $heOrShe has eaten something rotten. ""It'll take one week to make the arrangements. Return then to complete the trade.""

""I will add that, against my personal recommendation that you be arrested and executed as a terrorist, nearby patrols have received the... suggestion... to tolerate your presence.""

With that said, $heOrShe slams the comms shutoff.",
PKDiktatExecutorNotReady.text,"""You,"" $heOrShe says with a truly ugly sneer that tells you everything about $hisOrHer opinion.

""It's not ready.""

The Sindrian Diktat $Rank slams the comms-cutoff.",
PKDiktatExecutorReady.text,"""It's ready,"" $heOrShe says, sneering. ""The Executor-class battleship, a thing of beauty and vision that you will never understand.""

$HeOrShe slams a comms-cutoff, leaving a confused but unquestioningly loyal junior officer to make the actual arrangements. A technical team takes possession of the planetkiller and remove it from your $shipOrFleet into the custody of the Sindrian Diktat.

Andrada only knows what will be done with it.",
PKGiveToChurchAgain.text,"""Begone from here!"" $HeOrShe shouts, then hits the comms shut-off.",
